Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Judgement@Singers_downgraded,Do [sword]<d6>[;] if target sings|take only [sword]1,2,var exceptions = getcolumn(loaddata(~christmasspecial/extrajudgements~)[;] ~singers~); if(exceptions.indexOf(target.name) == -1) { attack(d); sfx(~_judgement_hit~); } else { attack(1); bonus(d * 1000); sfx(~_judgement_miss~); },Time Stop,NORMAL,,PINK,,,,,0,NO,NO,excludefromrandomlists|curseavoid,,,,,,,,,,,,
Judgement@red,Do [sword]<triple>[;] red things|take only [sword]1 damage,2,var exceptions = getcolumn(loaddata(~christmasspecial/extrajudgements~)[;] ~red~); if(exceptions.indexOf(target.name) == -1) { attack(d * 3); sfx(~_judgement_hit~); } else { attack(1); bonus(d * 1000); sfx(~_judgement_miss~); },Time Stop,NORMAL,,PINK,,,,,0,NO,NO,excludefromrandomlists|curseavoid,,,,,,,,,,,,
Judgement@red_upgraded,Do [sword]<quadruple>[;] red things|take only [sword]1 damage,2,var exceptions = getcolumn(loaddata(~christmasspecial/extrajudgements~)[;] ~red~); if(exceptions.indexOf(target.name) == -1) { attack(d * 4); sfx(~_judgement_hit~); } else { attack(1); bonus(d * 1000); sfx(~_judgement_miss~); },Time Stop,NORMAL,,PINK,,,,,0,NO,NO,excludefromrandomlists|curseavoid,,,,,,,,,,,,
Judgement@red_downgraded,Do [sword]<d6>[;] red things|take only [sword]1 damage,2,var exceptions = getcolumn(loaddata(~christmasspecial/extrajudgements~)[;] ~red~); if(exceptions.indexOf(target.name) == -1) { attack(d); sfx(~_judgement_hit~); } else { attack(1); bonus(d * 1000); sfx(~_judgement_miss~); },Time Stop,NORMAL,,PINK,,,,,0,NO,NO,excludefromrandomlists|curseavoid,,,,,,,,,,,,
Judgement@human,Do [sword]<triple>[;] humans|take only [sword]1 damage,2,var exceptions = getcolumn(loaddata(~christmasspecial/extrajudgements~)[;] ~human~); if(exceptions.indexOf(target.name) == -1) { attack(d * 3); sfx(~_judgement_hit~); } else { attack(1); bonus(d * 1000); sfx(~_judgement_miss~); },Time Stop,NORMAL,,PINK,,,,,0,NO,NO,excludefromrandomlists|curseavoid,,,,,,,,,,,,
Judgement@human_upgraded,Do [sword]<quadruple>[;] humans|take only [sword]1 damage,2,var exceptions = getcolumn(loaddata(~christmasspecial/extrajudgements~)[;] ~human~); if(exceptions.indexOf(target.name) == -1) { attack(d * 4); sfx(~_judgement_hit~); } else { attack(1); bonus(d * 1000); sfx(~_judgement_miss~); },Time Stop,NORMAL,,PINK,,,,,0,NO,NO,excludefromrandomlists|curseavoid,,,,,,,,,,,,
Judgement@human_downgraded,Do [sword]<d6>[;] humans|take only [sword]1 damage,2,var exceptions = getcolumn(loaddata(~christmasspecial/extrajudgements~)[;] ~human~); if(exceptions.indexOf(target.name) == -1) { attack(d); sfx(~_judgement_hit~); } else { attack(1); bonus(d * 1000); sfx(~_judgement_miss~); },Time Stop,NORMAL,,PINK,,,,,0,NO,NO,excludefromrandomlists|curseavoid,,,,,,,,,,,,
Random Judgement,Gain a random|Judgement item,2,var judge = rand([~Judgement@red~[;]~Judgement@human~[;]~Judgement@Singers~[;]~Judgement@animals~[;]~Judgement@bosses~[;]~Judgement@floating~[;]~Judgement@eyewear~[;]~Judgement@fullhp~[;]~Judgement@green~[;]~Judgement@hats~[;]~Judgement@machines~[;]~Judgement@lowhp~[;]~Judgement@limbs~[;]~Judgement@animals~[;]~Judgement@onfire~[;]~Judgement@magic~[;]~Judgement@machines~[;]~Judgement@swords~[;]~Judgement@wings~[;]~Judgement@spears~[;]~Judgement@shields~[;]~Judgement@poison~[;]~Judgement@plants~]); giveequipment([judge][;]true[;]false); sfx(~_thinghappens~);,,NORMAL,,PINK,simplify,complicate,,,0,YES,NO,,,,,,,,,,,,,
Christmas Spite,Deal [sword]2 damage|[gray](reuseable),2,sfxdamage(target[;]2); attack(2);,Hellfire,MIN2,,RED,change_power,complicate,,,-1,NO,NO,,1,,,,,,,,,,,
Christmas Spite_upgraded,Deal [sword]3 damage|[gray](reuseable),2,sfxdamage(target[;]3); attack(3);,Hellfire,MIN2,,RED,,,,,-1,NO,NO,,,,,,,,,,,,,
Bring Down,Deal dmg equal to 20%|of enemy's current HP|[gray](reuseable),2,sfxdamage(target[;]target.hp / 5); attack(target.hp / 5);,Hellfire,MIN2,,RED,change_power,complicate,,,-1,NO,NO,,1,,,,,,,,,,,
Bring Down_upgraded,Deal dmg equal to 25%|of enemy's current HP|[gray](reuseable),2,sfxdamage(target[;]target.hp / 4); attack(target.hp / 4);,Hellfire,MIN2,,RED,,,,,-1,NO,NO,,,,,,,,,,,,,
Commandments,Get a new commandment every turn,2,,,,,GRAY,,,,,0,NO,YES,skillcard,,,,runscript(~christmasspecial/commandments.hx~[;][ALL[;]e[;]~[newline](Get a new commandment[newline]every turn.)~]); inflictself(~commandment~),,,,,,,,
Commandments@status,Replaces current skillcard|(Get a new status-related|commandment and 50%|chance to inflict a|random status each turn.),2,,,,,YELLOW,,,,,0,NO,NO,skillcard|skill:Commandments@statusskill,,,,,,,,,,,,
Commandments@statusskill,Skillcard version of @status,2,,,,,YELLOW,,,,,0,NO,NO,skillcard,,,,var text = runscript(~christmasspecial/commandments.hx~[;][~status~[;]e[;]~[newline](Get a new status-related[newline]commandment and 50%[newline]chance to inflict a[newline]random status each turn.)~]); inflictself(~commandment~); if(chance(50)){inflict(rand(loadtext(~christmasspecial/randomeffects~))); },,,,,,,,
Commandments@health,Replaces current skillcard|(Get a new health-related|commandment and 50%|chance to heal 3|health each turn.),2,,,,,GREEN,,,,,0,NO,NO,skillcard|skill:Commandments@healthskill,,,,,,,,,,,,
Commandments@healthskill,Skillcard version of @health,2,,,,,GREEN,,,,,0,NO,NO,skillcard,,,,var text = runscript(~christmasspecial/commandments.hx~[;][~health~[;]e[;]~[newline](Get a new health-related[newline]commandment and 50%[newline]to heal 3 health[newline]each turn.)~]); inflictself(~commandment~);,if(chance(50)){attackself(-3); sfx(~_cure~);  e.animate(~flashandshake~); },,,,,,,
Commandments@dmg,Replaces current skillcard|(Get a new damage-related|commandment and 30%|chance to deal 4|damage each turn.),2,,,,,RED,,,,,0,NO,NO,skillcard|skill:Commandments@dmgskill,,,,,,,,,,,,
Commandments@dmgskill,Skillcard version of @dmg,2,,,,,RED,,,,,0,NO,NO,skillcard,,,,var text = runscript(~christmasspecial/commandments.hx~[;][~damage~[;]e[;]~[newline](Get a new damage-related[newline]commandment and 30%[newline]to deal 4 damage[newline]each turn.)~]); inflictself(~commandment~); ,if(chance(30)){attack(4); sfxdamage(target[;] 4); e.animate(~flashandshake~); } ,,,,,,,
Commandments@dice,Replaces current skillcard|(Get a new dice-related|commandment and 20%|chance to roll a|new dice each turn.),2,,,,,PINK,,,,,0,NO,NO,skillcard|skill:Commandments@diceskill,,,,,,,,,,,,
Commandments@diceskill,Skillcard version of @dice,2,,,,,PINK,,,,,0,NO,NO,skillcard,,,,var text = runscript(~christmasspecial/commandments.hx~[;][~dice~[;]e[;]~[newline](Get a new dice-related[newline]commandment and 20%[newline]to roll a new[newline]dice each turn.)~]); inflictself(~commandment~); if(chance(20)){self.bonusdice++; sfx(~magic_gaindice~); },,,,,,,,
The Divine Killer,Replaces current skillcard|Do [sword]25 damage|When used is replaced,2,,Catapult,COMBINATION,,RED,reducesize,noeffect,,,0,NO,NO,combination:77777|skillcard|skill:The Divine Killer@skill,,,,,,,,,,,,
The Divine Killer@skill,Replaces current skillcard|Do [sword]25 damage|When used is replaced,2,attack(25); sfxdamage(target[;] 25); self.replaceskillcard(self.getvar(~newskills~).pop()); self.getvar(~oldeqs~).remove((e+'').split('@')[0]); sfx(~_ladysnap~);,,COMBINATION,,RED,reducesize,noeffect,,,0,NO,NO,combination:77777|skillcard,,,,,,,,,,,,
The Second Chance,Replaces current skillcard|Heal to max hp gain [reduce]2|When used is replaced,2,,Catapult,COMBINATION,,GREEN,reducesize,noeffect,,,0,YES,NO,combination:77777|skillcard|skill:The Second Chance@skill,,,,,,,,,,,,
The Second Chance@skill,Replaces current skillcard|Heal to max hp gain [reduce]2|When used is replaced,2,attackself(-999); sfx(~_heal~); inflictself(REDUCE[;] 2); self.replaceskillcard(self.getvar(~newskills~).pop()); self.getvar(~oldeqs~).remove((e+'').split('@')[0]); sfx(~_ladysnap~);,,COMBINATION,,GREEN,reducesize,noeffect,,,0,YES,NO,combination:77777|skillcard,,,,,,,,,,,,
The Middle Road,Replaces current skillcard|Do [sword]10 damage|Heal [heal]10 hp|When used is replaced,2,,Catapult,COMBINATION,,GRAY,reducesize,noeffect,,,0,NO,NO,combination:7777|skillcard|skill:The Middle Road@skill,,,,,,,,,,,,
The Middle Road@skill,Replaces current skillcard|Do [sword]10 damage|Heal [heal]10 hp|When used is replaced,2,attack(10); sfxdamage(target[;] 10); attackself(-10); sfx(~_heal~); self.replaceskillcard(self.getvar(~newskills~).pop()); self.getvar(~oldeqs~).remove((e+'').split('@')[0]); sfx(~_ladysnap~);,,COMBINATION,,GRAY,reducesize,noeffect,,,0,NO,NO,combination:7777|skillcard,,,,,,,,,,,,
Lady's Combo,Do [sword]12 damage,2,attack(12); sfxdamage(target[;] 12);,Pea Gun,COMBINATION,,RED,change_power,change_power,,,0,NO,NO,combination:456|excludefromrandomlists,,,,,,,,,,,,
Lady's Combo_upgraded,Do [sword]12 damage,2,attack(12); sfxdamage(target[;] 12);,Pea Gun,COMBINATION,,RED,change_power,change_power,,,0,NO,NO,combination:777|excludefromrandomlists,,,,,,,,,,,,
Lady's Combo_downgraded,Do [sword]12 damage,2,attack(12); sfxdamage(target[;] 12);,Pea Gun,COMBINATION,,RED,change_power,change_power,,,0,NO,NO,combination:12366|excludefromrandomlists,,,,,,,,,,,,
Combination Lock,Do [sword]10 damage,2,attack(10); sfxdamage(target[;] 10);,Pea Gun,COMBINATION,,RED,change_power,change_power,,,0,NO,NO,combination:1221|excludefromrandomlists,,,,,,,,,,,,
Combination Lock_upgraded,Do [sword]15 damage,2,attack(15); sfxdamage(target[;] 15);,Pea Gun,COMBINATION,,RED,change_power,change_power,,,0,NO,NO,combination:1997|excludefromrandomlists,,,,,,,,,,,,
Combination Lock_downgraded,Do [sword]5 damage,2,attack(5); sfxdamage(target[;] 5);,Pea Gun,COMBINATION,,RED,change_power,change_power,,,0,NO,NO,combination:1997|excludefromrandomlists,,,,,,,,,,,,
Slush Spell,Do [ice]5 damage|Inflict [shiver]2_Slush,1,inflict(~Slush~[;] 2); sfx(~_ice~); attack(5[;] ICE); sfxdamage(target[;] 5);,Atric Storm,REQUIRE1,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Slush Spell_upgraded,Do [ice]7 damage|Inflict [shiver]2_Slush,1,inflict(~Slush~[;] 2); sfx(~_ice~); attack(7[;] ICE); sfxdamage(target[;] 7);,Atric Storm,REQUIRE1,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Slush Spell_downgraded,Do [ice]5 damage,1,sfx(~_ice~); attack(7[;] ICE); sfxdamage(target[;] 5);,Atric Storm,REQUIRE1,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Doom Spell,Do [sword]5 damage|Inflict [skipturn]Timely_Demise,1,attack(5); sfxdamage(target[;]5); sfx(~_curse~[;]~~[;]0.2); inflict(~Demise~);,Disorient,REQUIRE2,,BLACK,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Doom Spell_upgraded,Do [sword]5 damage|Inflict [skipturn]2_Timely_Demise,1,attack(5); sfxdamage(target[;]5); sfx(~_curse~[;]~~[;]0.2); inflict(~Demise~[;] 2);,Disorient,REQUIRE2,,BLACK,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Doom Spell_downgraded,Do [sword]5 damage|Inflict [skipturn]Timely_Demise,1,attack(5); sfxdamage(target[;]5); sfx(~_curse~[;]~~[;]0.2); inflict(~Demise~);,Disorient,REQUIRE2|REQUIRE2,,BLACK,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Redshift Spell,Do [shock]4 damage|Shock all red items,1,attack(4[;] SHOCK); sfxdamage(target[;]4); if(simulation) { inflict(SHOCK); } if(!simulation) { var red = new elements.Equipment(~Fireball~).equipmentcol; var hasred = false; for(eq in self.equipment) { if(eq.equipmentcol == red) { hasred = true; break; } } if(hasred) inflict(~redshift~); else inflict(SHOCK); sfx(~_shock~); },Pea Gun,REQUIRE3,,RED,simplify,doublerequirements,,,0,NO,NO,,,,,,,,,,,,,
Regeneration Spell,Gain [grace]4_Regeneration,1,inflictself(~regeneration~[;] 4); sfx(~_cure~);,Regenerate,REQUIRE4,,PINK,change_power,noeffect,,,0,YES,NO,,,,,,,,,,,,,
Regeneration Spell_upgraded,Gain [grace]5_Regeneration,1,inflictself(~regeneration~[;] 5); sfx(~_cure~);,Regenerate,REQUIRE4,,PINK,change_power,noeffect,,,0,YES,NO,,,,,,,,,,,,,
Sweet Spell,Do [sword]3 damage|Inflict [heart]3 Too Sweet,1,inflict(~Too Sweet~[;] 3); attack(3); sfxdamage(target[;]3);,Pea Gun,REQUIRE5,,RED,change_power,noeffect,,,0,NO,NO,,,,,,,,,,,,,
Sweet Spell_upgraded,Do [sword]3 damage|Inflict [heart]5 Too Sweet,1,inflict(~Too Sweet~[;] 5); attack(3); sfxdamage(target[;]3);,Pea Gun,REQUIRE5,,RED,change_power,noeffect,,,0,NO,NO,,,,,,,,,,,,,
Snowcloud,Do [ice]<double> damage|Freeze ALL dice,2,inflict(ICE[;] ALL); sfx(~_ice~); attack(d * 2[;] ICE); sfxdamage(target[;] d * 2);,Arctic Storm,MAX3,,BRIGHTCYAN,increaserange,decreaserange,,,0,NO,NO,,,,,,,,,,,,,
Smack,Do [sword]4 damage,1,attack(d); sfxdamage(target[;] d);,Pea Gun,MAX3,,RED,simplify,complicate,,,0,NO,NO,,,,,,,,,,,,,
Slush Ball,Do [ice]<d6> damage|Inflict [shiver]Slush,1,inflict(~Slush~); sfx(~_ice~); attack(d[;] ICE); sfxdamage(target[;] d);,Slushie,ODD,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Slush Ball_upgraded,Do [ice]<d6> damage|Inflict [shiver]Slush,1,inflict(~Slush~); sfx(~_ice~); attack(d[;] ICE); sfxdamage(target[;] d);,Slushie,ODD|FREE1,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Slush Ball_downgraded,Do [ice]<d6> damage,1,sfx(~_ice~); attack(d[;] ICE); sfxdamage(target[;] d);,Slushie,ODD,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Slushie,Inflict [shiver]3 slush,2,inflict(~Slush~[;] 3); sfx(~_ice~);,Slushie,REQUIRE1|REQUIRE1,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Slushie_upgraded,Inflict [shiver]3 slush,2,inflict(~Slush~[;] 3); sfx(~_ice~);,Slushie,DOUBLES|DOUBLES,,BRIGHTCYAN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Slushie_downgraded,Inflict [shiver]1 slush,2,inflict(~Slush~); sfx(~_ice~);,Slushie,REQUIRE1|REQUIRE1,,BRIGHTCYAN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Freezer,In [jinx]<d6> turns[;]|freeze [ice]20 dice on self,1,jinx(~Freezer~[;]~Freeze [ice]%VAR% dice~[;]~Freeze [ice]%VAR% Dice~[;]~inflict(\~ice\~[;]%VAR%); sfx(\~_ice\~);~[;]self[;]self[;]d[;](20)); sfx(~_thinghappens~);,Refrigerator,ODD,,BRIGHTCYAN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Freezer_upgraded,In [jinx]<d6> turns[;]|freeze [ice]20 dice on self,1,jinx(~Freezer~[;]~Freeze [ice]%VAR% dice~[;]~Freeze [ice]%VAR% Dice~[;]~inflict(\~ice\~[;]%VAR%); sfx(\~_ice\~);~[;]self[;]self[;]d[;](20)); sfx(~_thinghappens~);,Refrigerator,NORMAL,,BRIGHTCYAN,,,,,0,YES,NO,,,,,,,,,,,,,
Freezer_downgraded,In [jinx]<d6> turns[;]|freeze [ice]20 dice on self,1,jinx(~Freezer~[;]~Freeze [ice]%VAR% dice~[;]~Freeze [ice]%VAR% Dice~[;]~inflict(\~ice\~[;]%VAR%); sfx(\~_ice\~);~[;]self[;]self[;]d[;](20)); sfx(~_thinghappens~);,Refrigerator,MIN3,,BRIGHTCYAN,,,,,0,YES,NO,,,,,,,,,,,,,
Cold Cut,Do [ice] 7 damage,2,sfx(~_ice~); attack(7[;] ICE); sfxdamage(target[;] 7);,Flash Freeze,REQUIRE1|REQUIRE1,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Cold Cut_upgraded,Do [ice] 7 damage,2,sfx(~_ice~); attack(7[;] ICE); sfxdamage(target[;] 7);,Flash Freeze,DOUBLES|DOUBLES,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Cold Cut_downgraded,Do [ice] 7 damage,2,sfx(~_ice~); attack(7[;] ICE); sfxdamage(target[;] 7);,Flash Freeze,REQUIRE1|REQUIRE1|REQUIRE1|REQUIRE1,,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Candy Cane Spear,Do [sword]<d6> damage|Gain [regen]1 regen|,2,attack(d); sfxdamage(target[;] d); inflictself(~Regen~); sfx(~_cure~);,Candy Spear,ODD,,RED,change_power,change_power,,,2,NO,NO,,,,,,,,,,,,,
Candy Cane Spear_upgraded,Do [sword]<d6> damage|Gain [regen]2 regen|,2,attack(d); sfxdamage(target[;] d); inflictself(~Regen~); sfx(~_cure~);,Candy Spear,ODD,,RED,,,,,3,NO,NO,,,,,,,,,,,,,
Candy Cane Spear_downgraded,Do [sword]<d6> damage,2,attack(d); sfxdamage(target[;] d);,Candy Spear,ODD,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Christmas Vacation,Flee Immediately,1,flee(); bonus(10000000000000000);,Jetpack,ODD,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Christmas Vacation_upgraded,Flee Immediately,1,flee(); bonus(10000000000000000);,Jetpack,NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Christmas Vacation_downgraded,Flee Immediately,1,flee(); bonus(10000000000000000);,Jetpack,ODD|ODD|ODD,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
AC Unit,Gain [fan]2 fan,1,inflictself(~Fan~[;] 2); sfx(~_ice~);,Refrigerator,ODD,,BRIGHTCYAN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
AC Unit_upgraded,Gain [fan]3 fan,1,inflictself(~Fan~[;] 3); sfx(~_ice~);,Refrigerator,ODD,,BRIGHTCYAN,,,,,0,YES,NO,,,,,,,,,,,,,
AC Unit_downgraded,Gain [fan]1 fan,1,inflictself(~Fan~); sfx(~_ice~);,Refrigerator,REQUIRE1,,BRIGHTCYAN,,,,,0,YES,NO,,,,,,,,,,,,,
Tree Shake,Receive 2-4 ornaments|Take [sword]1 dmg for each|(cooldown of 1 turn),2,var number = rand([2[;]3[;]4]); sfx(~_thinghappens~); while(number >= 1) { giveequipment(rand(getequipmentlist(null[;][~decor~][;][]))[;]true[;]false); attackself(1); sfxdamage(target[;] 1); number--; } if(self.spaceleft() <= 2){ bonus(-10000); } e.setvar(~cooldown~|1);,,NORMAL|NORMAL|NORMAL,,GREEN,change_power,change_power,,,0,YES,NO,excludefromrandomlists,,e.dicehistory = []; e.setvar(~cooldown~|0);,e.setvar(~cooldown~|0);,if(e.getvar(~cooldown~) > 0) { e.availablethisturn = false; e.unavailabletext = e.displayname + e.namemodifier; e.unavailabledetails = [~Available in ~ + e.getvar(~cooldown~) + ~ turn.~]; e.setvar(~cooldown~[;]e.getvar(~cooldown~) - 1); },,,if(e.dicehistory.length > 0){ var dh = e.dicehistory[0].basevalue; if(e.remainingcountdown == dh ) { bonus(9999); } else { if(e.remainingcountdown <= dh) { bonus(-10 * dh); } else if(e.remainingcountdown  == dh) { bonus(10 * dh); } } e.dicehistory = []; },,,,,
Broken Ornament,Do [sword]<d6> damage|Inflict [bleed]1 bleed|[gray](once per battle),1,inflict(~Bleed~); sfx(~_poison~); attack(d); sfxdamage(target[;] d);,,NORMAL,,RED,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Tree Shake_upgraded,Receive 3-5 ornaments|Take [sword]1 dmg for each|(cooldown of 1 turn),2,var number = rand([3[;]4[;]5]); sfx(~_thinghappens~); while(number >= 1) { giveequipment(rand(getequipmentlist(null[;][~decor~][;][]))[;]true[;]false); attackself(1); sfxdamage(target[;] 1); number--; } if(self.spaceleft() <= 2){ bonus(-10000); } e.setvar(~cooldown~|1);,,NORMAL|NORMAL,9,GREEN,,,,,0,YES,NO,excludefromrandomlists,,e.setvar(~cooldown~|0);,e.setvar(~cooldown~|0);,if(e.getvar(~cooldown~) > 0) { e.availablethisturn = false; e.unavailabletext = e.displayname + e.namemodifier; e.unavailabledetails = [~Available in ~ + e.getvar(~cooldown~) + ~ turn.~]; e.setvar(~cooldown~[;]e.getvar(~cooldown~) - 1); },,,,,,,,
Tree Shake_downgraded,Receive 1-3 ornaments|Take [sword]1 dmg for each|(cooldown of 1 turn),2,var number = rand([1[;]2[;]3]); sfx(~_thinghappens~); while(number >= 1) { giveequipment(rand(getequipmentlist(null[;][~decor~][;][]))[;]true[;]false); attackself(1); sfxdamage(target[;] 1); number--; } if(self.spaceleft() <= 2){ bonus(-10000); } e.setvar(~cooldown~|1);,,NORMAL|NORMAL|NORMAL|NORMAL,,GREEN,,,,,0,YES,NO,excludefromrandomlists,,e.setvar(~cooldown~|0);,e.setvar(~cooldown~|0);,if(e.getvar(~cooldown~) > 0) { e.availablethisturn = false; e.unavailabletext = e.displayname + e.namemodifier; e.unavailabledetails = [~Available in ~ + e.getvar(~cooldown~) + ~ turn.~]; e.setvar(~cooldown~[;]e.getvar(~cooldown~) - 1); },,,,,,,,
Nutcracker_upgraded,Do [sword]<d6> damage|Triple if enemy is male,2,var namelist = [~Drake~[;]~Wicker Man~[;]~Snowman~[;]~Hothead~[;]~Wolf Puppy~[;]~Bully~[;]~Elf~[;]~Thief~[;]~Warrior~[;]~Buster~[;]~Cactus~[;]~Copycat~[;]~Cornelius~[;]~Cowboy~[;]~Fireman~[;]~Frog~[;]~Gargoyle~[;]~Handyman~[;]~Loud Bird~[;]~Magician~[;]~Pirate~[;]~Rat King~[;]~Rotten Apple~[;]~Rose~[;]~Skeleton~[;]~Sneezy~[;]~Space Marine~[;]~Sterohead~[;]~Sticky Hands~[;]~Vacuum~[;]~Warlock~[;]~Wizard~[;]~Yeti~[;]~Wisp~]; var doubledmg = false; for(name in namelist) { if(target.name == name) { doubledmg = true; break; } } if(doubledmg) { attack(d * 3); sfxdamage(target[;] d*3); } else { attack(d); sfxdamage(target[;] d); },,MAX5,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Nutcracker_downgraded,Do [sword]<d6> damage|Double if enemy is male,2,var namelist = [~Drake~[;]~Wicker Man~[;]~Snowman~[;]~Hothead~[;]~Wolf Puppy~[;]~Bully~[;]~Elf~[;]~Thief~[;]~Warrior~[;]~Buster~[;]~Cactus~[;]~Copycat~[;]~Cornelius~[;]~Cowboy~[;]~Fireman~[;]~Frog~[;]~Gargoyle~[;]~Handyman~[;]~Loud Bird~[;]~Magician~[;]~Pirate~[;]~Rat King~[;]~Rotten Apple~[;]~Rose~[;]~Skeleton~[;]~Sneezy~[;]~Space Marine~[;]~Sterohead~[;]~Sticky Hands~[;]~Vacuum~[;]~Warlock~[;]~Wizard~[;]~Yeti~[;]~Wisp~]; var doubledmg = false; for(name in namelist) { if(target.name == name) { doubledmg = true; break; } } if(doubledmg) { attack(d * 2); sfxdamage(target[;] d*2); } else { attack(d); sfxdamage(target[;] d); },,MAX4,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
All I Want,Do [sword]3 damage|Per [song]song on self|Lose all song,2,bonus(-10); attack(getstatusself(~Song~)*3); sfxdamage(target[;] getstatusself(~Song~)*3); removestatusself(~Song~[;] ALL); sfx(~_song~);,,COUNTDOWN,10,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
All I Want_upgraded,Do [sword]3 damage|Per [song]song on self|Lose all song,1,bonus(-10); attack(getstatusself(~Song~)*3); sfxdamage(target[;] getstatusself(~Song~)*3); removestatusself(~Song~[;] ALL); sfx(~_song~);,,COUNTDOWN,8,RED,,,,,0,NO,NO,,,,,,,,,,,,,
All I Want_downgraded,Do [sword]2 damage|Per [song]song on self|Lose all song,2,attack(getstatusself(~Song~)*2); sfxdamage(target[;] getstatusself(~Song~)*2); removestatusself(~Song~[;] ALL); sfx(~_song~);,,COUNTDOWN,12,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Sing,Do [weaken]<d6> damage|Gain [song]3 song|On 8[;] gain 2 more,2,bonus(10000); attack(d[;] WEAKEN); sfxdamage(target[;] d); sfx(~_weaken~); inflictself(~Song~[;] 3); sfx(~_song~); if(d == 8) inflictself(~Song~[;] 2);,,MAX4|MAX4,,ORANGE,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Sing_upgraded,Do [weaken]<d6> damage|Gain [song]5 song|On 8[;] gain 2 more,2,bonus(10000);attack(d[;] WEAKEN); sfxdamage(target[;] d); sfx(~_weaken~); inflictself(~Song~[;] 5); sfx(~_song~); if(d == 8) inflictself(~Song~[;] 2);,,MAX4|MAX4,,ORANGE,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Sing_downgraded,Do [weaken]<d6> damage|Gain [song]1 song,2,attack(d[;] WEAKEN); sfxdamage(target[;] d); sfx(~_weaken~); inflictself(~Song~); sfx(~_song~);,,MAX3|MAX3,,ORANGE,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Mic Drop,Do [sword]<double> damage|Halve your song count,1,removestatusself(~Song~[;] getstatusself(~Song~) / 2); attack(d*2); sfxdamage(target[;] d*2);,,MAX3,,RED,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Mic Drop_upgraded,Do [sword]<double> damage|Halve your song count,1,removestatusself(~Song~[;] getstatusself(~Song~) / 2); attack(d*2); sfxdamage(target[;] d*2);,,MAX4,,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Mic Drop_downgraded,Do [sword]<double> damage|Halve your song count,1,removestatusself(~Song~[;] getstatusself(~Song~) / 2); attack(d*2); sfxdamage(target[;] d*2);,,REQUIRE1,,RED,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Fire Ornament,Do [sword]<d6> damage|Inflict [fire]1 burn|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflict(FIRE); sfx(~_fire~);,,NORMAL,,RED,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
Snowflake Ornament,Do [sword]<d6> damage|Inflict [ice]1 freeze|[gray](once per battle),1,attack(d); sfxdamage(target[;] d); inflict(ICE); sfx(~_ice~);,,NORMAL,,BRIGHTCYAN,add2,complicate,,,0,NO,YES,decor,,,,,,,,,,,,
